,Unit,Group.Name.Partner,Date.and.Time,Borough,LocationType,Location,Event.Name,Event.Type,Category,Classification,Audience,Attendance,pmam,time,lon,lat
110,Recreation,Jonathan Adone,07/13/2020 02:00:00 PM,Brooklyn,Park,McKinley Park,TABATA Training,Local Event,Fitness,Summer 2020,Adults,3,PM,2020-07-13 14:00:00,,
111,Recreation,Ocean Breeze Recreaion Staff,07/13/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,General Public,0,PM,2020-07-13 14:00:00,,
112,Urban Park Rangers,General Public,07/13/2020 02:00:00 PM,Bronx,Playground,Cedar Playground,Ranger Activity,Agency Produced Event,Nature,Summer 2020,General Public,0,PM,2020-07-13 14:00:00,,
113,Recreation,"Ingrid Tafe, Oscar Chaves",07/13/2020 03:30:00 PM,Bronx,Park,Williamsbridge Oval Park,Youth Meets,Local Event,Sport,Summer 2020,Children;#Tot;#Teens,15,PM,2020-07-13 15:30:00,-73.8763876,40.8776269
114,Urban Park Rangers,General Public,07/13/2020 04:35:00 PM,Queens,Park,Hoffman Park,"Sparrows, Squirrels, and Pigeons",Community Based Event,Nature,Summer 2020,General Public,7,PM,2020-07-13 16:35:00,-73.8720254,40.7328659
115,Recreation,Darryl.Algood,07/14/2020 01:00:00 AM,Brooklyn,Playground,100% Playground,Summer Program Initiative,Local Event,Mobile Unit,Summer 2020,Tot;#Children;#Teens,13,AM,2020-07-14 01:00:00,-73.8990554,40.6465901
116,Urban Park Rangers,General Public,07/14/2020 02:45:00 AM,Staten Island,Park,Von Briesen Park,Know your park!,Community Based Event,Nature,Summer 2020,General Public,5,AM,2020-07-14 02:45:00,-74.0597543,40.6073536
117,Recreation,,07/14/2020 08:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Spin for Life,Community Based Event,Fitness,Summer 2020,General Public,20,AM,2020-07-14 08:00:00,-73.8988889,40.8644444
118,Recreation,Carol Landes,07/14/2020 08:00:00 AM,Staten Island,Park,Freshkills Park,Stronger Than Ever - Freshkills Walk,Open House,Fitness,Summer 2020,Seniors,2,AM,2020-07-14 08:00:00,-74.1858183,40.5772365
119,Recreation,Ocean Breeze Recreation Staff,07/14/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,5,AM,2020-07-14 08:30:00,,
120,Recreation,Darryl Algood,07/14/2020 09:00:00 AM,Brooklyn,Playground,Fox Playground,Summer Program Initiative,Local Event,Mobile Unit,Summer 2020,Tot;#Children;#Teens,4,AM,2020-07-14 09:00:00,-73.9240414,40.6325221
121,Recreation,,07/14/2020 09:00:00 AM,Bronx,Park,St. Mary's Park,skills & drills,Community Based Event,Sport,Summer 2020,Teens;#Children,7,AM,2020-07-14 09:00:00,-73.9120243,40.8117387
122,Recreation,Jonathan Adone,07/14/2020 10:00:00 AM,Brooklyn,Park,McKinley Park,Rhythm & Weights,Local Event,Fitness,Summer 2020,Children,16,AM,2020-07-14 10:00:00,,
123,Urban Park Rangers,General Public,07/14/2020 10:00:00 AM,Bronx,Park,Crotona Park,Orienteering,Agency Produced Event,Nature,Summer 2020,General Public,0,AM,2020-07-14 10:00:00,-73.8951228,40.8384993
124,Recreation,Tatiyana Lewis,07/14/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Family Fun,Local Event,Fitness,Summer 2020,Children,8,AM,2020-07-14 10:00:00,-73.8763876,40.8776269
125,Recreation,Andrea Williams,07/14/2020 10:00:00 AM,Brooklyn,Playground,Linden Park,Mobile Recreation,Community Based Event,Mobile Unit,Summer 2020,Children;#Teens;#General Public,6,AM,2020-07-14 10:00:00,-73.8871125,40.6589543
126,Recreation,"Ingrid Tafe, Oscar Chaves",07/14/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Family Fun,Local Event,Family Festival,Summer 2020,Tot;#Children;#General Public,7,AM,2020-07-14 10:00:00,-73.8763876,40.8776269
127,Recreation,Carl Antoine,07/14/2020 10:00:00 AM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Pickle Ball,Community Based Event,Sport,Summer 2020,Seniors,4,AM,2020-07-14 10:00:00,-73.8786095,40.8766525
128,Recreation,Oscar Chaves,07/14/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Pickle Ball,Community Based Event,Sport,Summer 2020,Adults;#Seniors,6,AM,2020-07-14 10:00:00,-73.8763876,40.8776269
129,Recreation,Tracy Boyland,07/14/2020 10:00:00 AM,Brooklyn,Park,Coffey Park,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children,17,AM,2020-07-14 10:00:00,-74.008479,40.6776243
130,Media Education,,07/14/2020 10:00:00 AM,Bronx,Recreation Center,Hunts Point Recreation Center,Outdoor Extreme HIIT Training AKA “Digital HIIT”,Local Event,Fitness,Awards,Adults;#Young Adult,11,AM,2020-07-14 10:00:00,-73.88909149999999,40.8149605
131,Recreation,Yadiel Arce,07/14/2020 10:30:00 AM,Manhattan,Playground,St. Nicholas Playground North,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,4,AM,2020-07-14 10:30:00,,
132,Recreation,Ricardo Sanchez,07/14/2020 10:30:00 AM,Manhattan,Park,Columbus Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,7,AM,2020-07-14 10:30:00,-74.0000483,40.7155353
133,Recreation,Giovanni Feliciano,07/14/2020 10:30:00 AM,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Children;#Tot;#Teens,3,AM,2020-07-14 10:30:00,-73.9257492,40.8537599
134,Recreation,Guy Ruffin & Daniel Colonna,07/14/2020 10:30:00 AM,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,2,AM,2020-07-14 10:30:00,-73.9352341,40.7933578
135,Recreation,,07/14/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Walk-a-thon,Community Based Event,Fitness,Summer 2020,Children,0,AM,2020-07-14 11:00:00,-74.07425649999999,40.6145077
136,Recreation,,07/14/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Kids in Motion,Community Based Event,KIM,Summer 2020,Children;#Teens,13,AM,2020-07-14 11:00:00,-73.7512371,40.5962916
137,Recreation,Jeslyn Galarza,07/14/2020 11:00:00 AM,Bronx,Playground,St. Mary's Park,Trap and Spin,Open House,Fitness,Fitness,Adults;#Young Adult,15,AM,2020-07-14 11:00:00,-73.9120243,40.8117387
138,Recreation,,07/14/2020 11:00:00 AM,Queens,Park,Queensbridge Park,Kids in Motion,Community Based Event,KIM,Summer 2020,General Public,7,AM,2020-07-14 11:00:00,-73.9486111,40.7566667
139,Recreation,,07/14/2020 11:00:00 AM,Queens,Playground,Corona Golf Playground,Kids in Motion,Community Based Event,KIM,Summer 2020,Adults;#Children;#Tot;#General Public,38,AM,2020-07-14 11:00:00,-73.8549547,40.7474938
140,Recreation,,07/14/2020 11:00:00 AM,Queens,Playground,Nautilus Playground,Kids in Motion,Community Based Event,KIM,Summer 2020,Children;#General Public;#Tot,9,AM,2020-07-14 11:00:00,-73.996192,40.5715845
141,Urban Park Rangers,General Public,07/14/2020 11:15:00 AM,Queens,Park,Baisley Pond Park,Birds of a Feather,Community Based Event,Nature,Summer 2020,General Public,8,AM,2020-07-14 11:15:00,-73.786025,40.6737751
142,Recreation,Mauricio Cortez,07/14/2020 12:00:00 PM,Brooklyn,Playground,Star Spangled Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Children,12,PM,2020-07-15 00:00:00,-73.9579416,40.6921253
143,Urban Park Rangers,General Public,07/14/2020 12:00:00 PM,Bronx,Park,Vidalia Park,Nature Activity,Agency Produced Event,Nature,Summer 2020,General Public,0,PM,2020-07-15 00:00:00,-73.88132759999999,40.8438328
144,Recreation,Ocean Breeze Recreation Staff,07/14/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,Sport,Summer 2020,General Public,0,PM,2020-07-15 00:00:00,,
145,Recreation,Tasha Valentino,07/14/2020 12:00:00 PM,Bronx,Park,Soundview Park,Mindful Play,Agency Produced Event,Fitness,Summer 2020,Children,0,PM,2020-07-15 00:00:00,-73.8750973,40.8171726
146,Media Education,,07/14/2020 12:00:00 PM,Bronx,Recreation Center,Hunts Point Recreation Center,BUILD A TENT AKA “InTENTS!”,Local Event,Arts/Culture,,Children;#Teens,3,PM,2020-07-15 00:00:00,-73.88909149999999,40.8149605
147,Media Education,,07/14/2020 12:00:00 PM,Brooklyn,Park,Betsy Head Park,Open Mic (COVID Confessions),Local Event,Arts/Culture,,General Public,1,PM,2020-07-15 00:00:00,-73.91341080000001,40.6624365
148,Recreation,,07/14/2020 01:00:00 PM,Staten Island,Playground,De Matti Playground,Arts and Crafts,Community Based Event,Fitness,Summer 2020,Tot;#Children,3,PM,2020-07-14 13:00:00,-74.07425649999999,40.6145077
149,Media Education,,07/14/2020 01:00:00 PM,Brooklyn,Park,Betsy Head Park,Photo Scavenger Hunt,Local Event,Arts/Culture,,General Public,1,PM,2020-07-14 13:00:00,-73.91341080000001,40.6624365
150,Recreation,,07/14/2020 01:00:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,step it up,Community Based Event,Fitness,Summer 2020,Children,3,PM,2020-07-14 13:00:00,-73.91410669999999,40.8114492
151,Urban Park Rangers,General Public,07/14/2020 02:00:00 PM,Staten Island,Park,Von Briesen Park,Know your park!,Community Based Event,Nature,Summer 2020,General Public,5,PM,2020-07-14 14:00:00,-74.0597543,40.6073536
152,Recreation,Jonathan Adone,07/14/2020 02:00:00 PM,Brooklyn,Park,McKinley Park,Soccer Skills & Games,Local Event,Sport,Summer 2020,Children,4,PM,2020-07-14 14:00:00,,
153,Recreation,Ocean Breeze Recreation Staff,07/14/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,General Public,0,PM,2020-07-14 14:00:00,,
154,Media Education,,07/14/2020 02:00:00 PM,Brooklyn,Park,Betsy Head Park,Green Screen Photo Booth,Local Event,Arts/Culture,,General Public,2,PM,2020-07-14 14:00:00,-73.91341080000001,40.6624365
155,Urban Park Rangers,General Public,07/14/2020 02:30:00 PM,Brooklyn,Park,Calvert Vaux Park,Park Shoreline Exploration,Community Based Event,Nature,Summer 2020,General Public,4,PM,2020-07-14 14:30:00,-73.9952563,40.5843671
156,Recreation,Jeslyn Galazra,07/14/2020 03:00:00 PM,Bronx,Playground,St. Mary's Park,Hip Hop and Jazz,Open House,Arts/Culture,Dance,Children;#Teens,5,PM,2020-07-14 15:00:00,-73.9120243,40.8117387
157,Media Education,,07/14/2020 03:00:00 PM,Manhattan,Park,Inwood Hill Park,Photo Scavenger Hunt,Local Event,Arts/Culture,,General Public,2,PM,2020-07-14 15:00:00,-73.924776,40.8721829
158,Urban Park Rangers,General Public,07/14/2020 03:30:00 PM,Brooklyn,Park,Coney Island Creek Park,Dune Ecology,Community Based Event,Nature,Summer 2020,General Public,5,PM,2020-07-14 15:30:00,-74.0042783,40.5813615
159,Recreation,Carl Antoine,07/14/2020 03:30:00 PM,Bronx,Park,Williamsbridge Oval Park,Street hockey,Community Based Event,Sport,Summer 2020,Children,1,PM,2020-07-14 15:30:00,-73.8763876,40.8776269
160,Urban Park Rangers,General Public,07/14/2020 03:53:00 PM,Queens,Playground,Hoover - Manton Playgrounds,Bird Buddies + Squirrel Squad,Community Based Event,Nature,Summer 2020,General Public,16,PM,2020-07-14 15:53:00,-73.8216889,40.7120075
161,Recreation,Carol Landes,07/15/2020 08:00:00 AM,Staten Island,Park,Jennifer's Playground,Stronger Than Ever,Open House,Fitness,Summer 2020,Seniors,11,AM,2020-07-15 08:00:00,-74.16306469999999,40.620056
162,Recreation,Ocean Breeze Recreation Staff,07/15/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Wake-up Stretch and Relax Yoga,Open House,Fitness,Summer 2020,General Public,7,AM,2020-07-15 08:30:00,,
163,Recreation,Ocean Breeze Recreation Staff,07/15/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,4,AM,2020-07-15 08:30:00,,
164,Recreation,Mauricio Cortez,07/15/2020 09:00:00 AM,Brooklyn,Playground,Maria Hernandez,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Children;#Tot,12,AM,2020-07-15 09:00:00,-73.9238611,40.70312819999999
165,Recreation,,07/15/2020 09:00:00 AM,Bronx,Park,St. Mary's Park,skills & drills,Community Based Event,Sport,Summer 2020,Teens,5,AM,2020-07-15 09:00:00,-73.9120243,40.8117387
166,Recreation,Ocean Breeze Recreation Staff,07/15/2020 09:45:00 AM,Staten Island,Park,Ocean Breeze Park,Bend & Flex,Open House,Fitness,Summer 2020,General Public,9,AM,2020-07-15 09:45:00,,
167,Urban Park Rangers,General Public,07/15/2020 10:00:00 AM,Brooklyn,Park,Highland Park,Rose Garden Intro.,Community Based Event,Nature,Summer 2020,General Public,5,AM,2020-07-15 10:00:00,,
168,Urban Park Rangers,General Public,07/15/2020 10:00:00 AM,Queens,Park,Captain Tilly Park,Tilly Wildlife,Community Based Event,Nature,Summer 2020,General Public,11,AM,2020-07-15 10:00:00,-73.79899499999999,40.7122695
169,Recreation,Jonathan Adone,07/15/2020 10:00:00 AM,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Sport,Summer 2020,Seniors,15,AM,2020-07-15 10:00:00,-74.0229794,40.6372953
170,Urban Park Rangers,General Public,07/15/2020 10:00:00 AM,Bronx,Park,St. Mary's Park,Animal Olympics,Agency Produced Event,Nature,Summer 2020,General Public,0,AM,2020-07-15 10:00:00,-73.9120243,40.8117387
171,Recreation,Andrea Williams,07/15/2020 10:00:00 AM,Brooklyn,Playground,Hilltop Playground,Mobile Recreation,Community Based Event,Mobile Unit,Summer 2020,Children;#Teens;#General Public,7,AM,2020-07-15 10:00:00,-73.91427929999999,40.675355
172,Recreation,,07/15/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Circuit Training,Community Based Event,Fitness,Summer 2020,Seniors;#Adults,7,AM,2020-07-15 10:00:00,-73.8763876,40.8776269
173,Recreation,Tracy Boyland,07/15/2020 10:00:00 AM,Brooklyn,Park,Coffey Park,Youth Summer Pop Up Recreation,Local Event,Arts/Culture,Summer 2020,Tot;#Children,15,AM,2020-07-15 10:00:00,-74.008479,40.6776243
174,Recreation,General Public,07/15/2020 10:30:00 AM,Bronx,Playground,Castle Hill Playground,Soccer Skills & Drills,Tournament/Competition,Sport,Summer 2020,Teens;#Children,0,AM,2020-07-15 10:30:00,,
175,Recreation,Zuleika Diaz,07/15/2020 10:30:00 AM,Manhattan,Playground,Anne Loftus Playground,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,8,AM,2020-07-15 10:30:00,-73.92849609999999,40.8652763
176,Recreation,Kiegan Albert,07/15/2020 10:30:00 AM,Manhattan,Park,Carmansville Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Teens;#Tot;#Children,8,AM,2020-07-15 10:30:00,-73.94424099999999,40.82931079999999
177,Recreation,Raoufa Ali,07/15/2020 10:30:00 AM,Manhattan,Park,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,0,AM,2020-07-15 10:30:00,-73.980795,40.7196552
178,Recreation,,07/15/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Hula Hoop Fitness,Community Based Event,Fitness,Summer 2020,Children;#Teens,5,AM,2020-07-15 11:00:00,-74.07425649999999,40.6145077
179,Recreation,,07/15/2020 11:00:00 AM,Queens,Playground,Bayswater Park,Kids in Motion,Community Based Event,KIM,Summer 2020,Children;#Teens,26,AM,2020-07-15 11:00:00,-73.7691138,40.599056
180,Public Programs,,07/15/2020 11:00:00 AM,Queens,Park,Detective Keith L Williams Park,Outdoor Programming,Community Based Event,Mobile Unit,Summer 2020,General Public;#Children;#Tot,22,AM,2020-07-15 11:00:00,-73.7844531,40.7028871
181,Recreation,Jeslyn Galarza,07/15/2020 11:00:00 AM,Brooklyn,Playground,St. Mary's Park,Trap and Spin,Open House,Fitness,Fitness,Young Adult;#Adults,13,AM,2020-07-15 11:00:00,-73.9120243,40.8117387
182,Recreation,,07/15/2020 11:00:00 AM,Queens,Playground,Hoover - Manton Playgrounds,Kids in Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,46,AM,2020-07-15 11:00:00,-73.8216889,40.7120075
183,Urban Park Rangers,General Public,07/15/2020 11:15:00 AM,Staten Island,Park,Silver Lake Park,Nature Bingo!,Community Based Event,Nature,Summer 2020,General Public,20,AM,2020-07-15 11:15:00,-74.0916944,40.6245495
184,Recreation,Mauricio Cortez,07/15/2020 12:00:00 PM,Brooklyn,Playground,Potomac Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children,10,PM,2020-07-16 00:00:00,-73.9442378,40.6820334
185,Urban Park Rangers,General Public,07/15/2020 12:00:00 PM,Bronx,Park,Barretto Point Park,Scavenger Hunt,Agency Produced Event,Nature,Summer 2020,General Public,0,PM,2020-07-16 00:00:00,-73.8882407,40.8055893
186,Recreation,Ocean Breeze Recreation Staff,07/15/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,Sport,Summer 2020,General Public,0,PM,2020-07-16 00:00:00,,
187,Recreation,Andrea Williams,07/15/2020 12:30:00 PM,Brooklyn,Playground,Cypress Hills Playground,Mobile Recreation,Community Based Event,Mobile Unit,Summer 2020,Children;#Teens;#General Public,1,PM,2020-07-16 00:30:00,-73.87180649999999,40.6707541
188,Recreation,,07/15/2020 01:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Family Soccer,Community Based Event,Sport,Summer 2020,General Public,20,PM,2020-07-15 13:00:00,-73.8988889,40.8644444
189,Recreation,,07/15/2020 01:00:00 PM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,Children;#Teens,6,PM,2020-07-15 13:00:00,-74.07425649999999,40.6145077
190,Urban Park Rangers,General Public,07/15/2020 02:00:00 PM,Brooklyn,Park,Thomas Boyland Park,Rangers in the Park!,Community Based Event,Nature,Summer 2020,General Public,9,PM,2020-07-15 14:00:00,-73.90731939999999,40.6814551
191,Recreation,Jonathan Adone,07/15/2020 02:00:00 PM,Brooklyn,Park,McKinley Park,tabata Training,Local Event,Performance,Summer 2020,Adults,5,PM,2020-07-15 14:00:00,,
192,Urban Park Rangers,General Public,07/15/2020 02:00:00 PM,Bronx,Park,Barretto Point Park,Scavenger Hunt,Agency Produced Event,Nature,Summer 2020,General Public,0,PM,2020-07-15 14:00:00,-73.8882407,40.8055893
193,Recreation,Ocean Breeze Recreation Staff,07/15/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,General Public,0,PM,2020-07-15 14:00:00,,
194,Urban Park Rangers,General Public,07/15/2020 02:15:00 PM,Queens,Park,Captain Tilly Park,Ranger Says! Nature ASL edition,Community Based Event,Nature,Summer 2020,General Public,12,PM,2020-07-15 14:15:00,-73.79899499999999,40.7122695
195,Recreation,General Public,07/15/2020 02:30:00 PM,Bronx,Playground,Hunts Point Playground,Basketball Skills & Drills,Agency Produced Event,Sport,Summer 2020,Teens;#Young Adult;#Children,11,PM,2020-07-15 14:30:00,-73.8858262,40.8142264
196,Urban Park Rangers,General Public,07/15/2020 02:40:00 PM,Queens,Park,Captain Tilly Park,"Great Egrets, No Regrets",Community Based Event,Nature,Summer 2020,General Public,2,PM,2020-07-15 14:40:00,-73.79899499999999,40.7122695
197,Recreation,Jeslyn Galarza,07/15/2020 03:00:00 PM,Bronx,Playground,St. Mary's,Hip Hop and Jazz,Open House,Arts/Culture,Dance,Children;#Teens,7,PM,2020-07-15 15:00:00,,
198,Urban Park Rangers,General Public,07/15/2020 03:15:00 PM,Staten Island,Park,Clove Lakes Park,Nature Bingo,Community Based Event,Nature,Summer 2020,General Public,15,PM,2020-07-15 15:15:00,-74.11163979999999,40.6186608
199,Urban Park Rangers,General Public,07/15/2020 03:30:00 PM,Manhattan,Park,Marcus Garvey Park,Red Tailed Hawk Spotting Pop-Up,Community Based Event,Nature,Summer 2020,General Public,9,PM,2020-07-15 15:30:00,-73.9437629,40.8044257
200,Recreation,Quiana Haynes,07/15/2020 03:30:00 PM,Bronx,Park,Williamsbridge Oval Park,Fitness Challenge,Community Based Event,Fitness,Summer 2020,Children,12,PM,2020-07-15 15:30:00,-73.8763876,40.8776269
